id,damana,espanol,estado,fuente
lfb_MLY_p190_s004,"Mema dzui ʉnkangugungui nunkuashkʉ, Jesúga saka awantka Jehovága anguneka awega.","Antes de tomar esa decisión, Jesús buscó la guía de Jehová.",aprobado,lfb oraciones
lfb_MLY_p190_s005,"Memé nunkuame, naia awantka ingui shimurruarga naki nukuega ingui mema shia Kunkujshinawin ashaiʉn nukuantka.","Por eso, se fue a una montaña para estar solo y pasó toda la noche orando.",aprobado,lfb oraciones
lfb_MLY_p190_s006,"Ashʉnka dzuiamba, Jesúga wintsha awantka nʉnka nanzhe discípulundzina anguga awega 12 apóstolendzina nanega.","A la mañana siguiente, Jesús reunió a algunos de sus discípulos y eligió a sus 12 apóstoles.",aprobado,lfb oraciones
lfb_MLY_p190_s007,¿Mʉgʉntsha inzhina zhiganukandzina?,¿Te sabes el nombre de alguno?,aprobado,lfb oraciones
lfb_MLY_p190_s008,"Zhiganukandzina nanantka Pedro, Andrés, Santiago, Juan, Felipe, Bartolomé,Tomás, Mateo, Santiago Alfeunzhe anzhʉngʉma,Tadeo, Simón ingui Judas Iscariote.","Se llamaban Pedro, Andrés, Santiago, Juan, Felipe, Bartolomé, Tomás, Mateo, Santiago hijo de Alfeo, Tadeo, Simón y Judas Iscariote.",aprobado,lfb oraciones
lfb_MLY_p190_s009,Mema 12 apóstolendzina Jesúswin dzineka nanantka.,Los 12 viajaban con Jesús.,aprobado,lfb oraciones
lfb_MLY_p190_s010,"Naka shikʉndzi nainukuantka inzhina shizhakʉndza dzinekʉnka, memé nunkuame zhiwʉsigá, naka angasha awantka shizhakʉndzʉn ijkʉnaki.","Él les fue enseñando cómo predicar y, al final, los envió para que predicaran solos.",aprobado,lfb oraciones
lfb_MLY_p190_s011,Jehovága dʉma ijkakawa awantka demoniondzina atunsha awega ingui ukuama amtʉjkandzinangua kukua dzawega.,"Además, Jehová les dio poder para expulsar demonios y curar enfermos.",aprobado,lfb oraciones
lfb_MLY_p190_s012,Jesús we zhigunga nanantka mema 12 apóstolendzinamba namba kʉjsó nekandzina nunkuame.,"Andrés Para Jesús, los 12 apóstoles eran sus amigos, y él confiaba en ellos.",aprobado,lfb oraciones
lfb_MLY_p190_s013,Fariseundzinaga gagunga nanantka mema terrua,Los fariseos pensaban que los apóstoles eran hombres muy simples que no sabían nada. Pero Jesús no los veía así.,revisar,lfb oraciones
lfb_MLY_p190_s014,Andrés Pedro Santiago,Pedro Santiago,revisar,lfb oraciones
lfb_MLY_p190_s016,Juan,Juan,aprobado,lfb oraciones
lfb_MLY_p190_s017,Felipe,Felipe,aprobado,lfb oraciones
lfb_MLY_p191_s001,apóstolendzina ñingua kagʉntshujkuntka ingui bʉgui anzhʉngandzina dzinanuntka.,Él los había preparado muy bien para hacer su trabajo.,aprobado,lfb oraciones
lfb_MLY_p191_s002,Ukuashkʉ Jesúga memé kakʉjtún nanantka. Naka shikʉndzantka nunkuame zumé iba dzineka nanantka.,Ellos iban a estar con Jesús en los momentos más importantes de su vida.,revisar,lfb oraciones
lfb_MLY_p191_s004,Ijkʉna dzinukuantka Jesúswin dzuia agʉñi bʉgui anzhʉngamba. Dzinukuʉnka nanantka na widungui nanuanshkʉ ingui kujpina awanshkʉ.,"Por ejemplo, estarían con él antes de su muerte y después de su resurrección.",revisar,lfb oraciones
lfb_MLY_p191_s006,Nʉnka mimi dzinukuandzina Galilea zhanandzina dzinanantka Jesúiengui. Nʉnkandzinarru mena kakʉnʉnka dzinanantka.,"La mayoría de ellos eran de Galilea, igual que Jesús.Yalgunos estaban casados.",revisar,lfb oraciones
lfb_MLY_p191_s008,Mema apóstolendzina iwinarru ñingui zumé dzinekún nanantka.,"Los apóstoles eran imperfectos, por eso se equivocaban.",aprobado,lfb oraciones
lfb_MLY_p191_s009,Iwinarru uguananeka antshijsheka nanantka ingui iwinarru azhi dzui dzʉnkanguga dzinekantka.,A veces hablaban sin pensar y otras veces tomaban malas decisiones.,aprobado,lfb oraciones
lfb_MLY_p191_s010,Iwinarru mʉlamé kumaijkakatunga nanantka.,No siempre eran pacientes.,aprobado,lfb oraciones
lfb_MLY_p191_s011,Ingui zhindzinzana awantka ijkʉnanguazi kagʉntuna awega nene agʉñi anzhʉnga nʉnka.,Hasta discutían sobre quién de ellos era el más importante.,aprobado,lfb oraciones
lfb_MLY_p191_s012,Memé dzinekuengua terrua zumé nʉnkandzina dzinanantka ingui Jehová gagunga nanantka.,Pero eran hombres buenos que amaban a Jehová.,aprobado,lfb oraciones
lfb_MLY_p191_s013,Ijkʉna kʉntshiwalaie dzinanʉnka nanantka congregación cristianundzinanzhemba Jesús kangʉmamba nukún nanuanshkʉ.,Ellos iban a ser la base de la congregación cristiana cuando Jesús no estuviera en la Tierra.,aprobado,lfb oraciones
lfb_MLY_p191_s014,Simón,Simón,aprobado,lfb oraciones
lfb_MLY_p191_s015,Zhishizha: ¿Nenendzina Jesúga anguga awantka nanzhe 12 apóstolendzina nanega?,Preguntas: ¿A quiénes eligió Jesús para que fueran sus 12 apóstoles?,aprobado,lfb oraciones
lfb_MLY_p191_s016,¿Jesúga ñi dzinekʉnka kaiantka nanzhe apóstolendzina?,¿Qué les encargó Jesús a sus apóstoles?,aprobado,lfb oraciones
lfb_MLY_p191_s017,"Mateo 10:1-10; Marcos 3:13-19; 10:35-40; Lucas 6:12-16; Juan 15:15; 20:24, 25; Hechos 2:7; 4:13; 1 Corintios 9:5; Efesios 2:20-22.","Mateo 10:1-10; Marcos 3:13-19; 10:35-40; Lucas 6:12-16; Juan 15:15; 20:24, 25; Hechos 2:7; 4:13; 1 Corintios 9:5; Efesios 2:20-22. Tadeo",revisar,lfb oraciones
lfb_MLY_p191_s018,Tadeo,Bartolomé,revisar,lfb oraciones
lfb_MLY_p191_s019,Bartolomé Tomás,Judas Iscariote Mateo,revisar,lfb oraciones
lfb_MLY_p191_s021,Mateo,Tomás,aprobado,lfb oraciones
lfb_MLY_p192_s001,Jesús shizhakʉndzʉn shimurruaka,El Sermón del Monte,aprobado,lfb oraciones
lfb_MLY_p192_s002,"Jesúga 12 apóstolendzina anguga ukuemdzi, iuna awantka shimurruakamdzi ukuemdzi naia awantka shka bʉgui ʉnkʉwinkumantka dzinukueku.","Después de elegir a los 12 apóstoles, Jesús bajó de la montaña y se fue a un lugar donde había mucha gente reunida.",aprobado,lfb oraciones
lfb_MLY_p192_s003,"Ijkʉna dzinaka awantka Galileakamdzi, Judea, Tiro, Sidón, Siria ingui dukujshui Jordán iamʉnakerrimdzingua. Dzunaka awantka shka ukuama amtʉjkandzina ingui demoniondzina zhaneka shakuagandzinangua, Jesúga kʉngui ijkʉna kukua awantka.","Habían venido de Galilea, Judea,Tiro, Sidón, Siria y del otro lado del río Jordán.Trajeron personas enfermas o que sufrían por culpa de los demonios, y Jesús las curó a todas.",revisar,lfb oraciones
lfb_MLY_p192_s005,Ukuemdzi Jesús asha awantka shkandzina ʉnte nukuamba mema shimurruaka shizhakʉndzumpanega.,Entonces se sentó en la ladera de la montaña y empezó a hablar a la gente.,aprobado,lfb oraciones
lfb_MLY_p192_s006,Mimi naka shkandzinaga uguia awantka ñi nekazhʉngurra Kunkujshinamba kʉjsuigumʉnegi naintuwerru. Naigʉntsha nanʉnka naikawaneka uka Jehová ingui shindza awazhʉngurra na uguana awega.,Les explicó lo que tenemos que hacer si queremos ser amigos de Dios.Tenemos que darnos cuenta de que necesitamos a Jehová y debemos aprender a amarlo.,revisar,lfb oraciones
lfb_MLY_p192_s008,Awashkʉ Kunkujshina uguanún nanazhʉngurra shkandzina uguanún nantkurrerru.,Pero no podemos amar a Dios si no amamos a otras personas.,aprobado,lfb oraciones
lfb_MLY_p192_s009,Zumé nanunkurra kʉ nʉnkandzinawin ingui ja naigungandzinangua uguana aunkurra.,"Debemos ser buenos y justos con todos, hasta con nuestros enemigos.",aprobado,lfb oraciones
lfb_MLY_p192_s010,"Jesúga guakantka: “Manzhe kawandzinaki uguanún mʉnantka, uguana mawʉnka ja mugungandzinangua ingui kameda mawʉnka duawigakamdzi. Nawiga ñingui ʉnduaga andununtka guaka aunkurrerru, ampʉjkangui naia","Jesús dijo: “No basta con amar a tus amigos, debes amar también a tus enemigos y perdonar de corazón.Y, si alguien se molesta contigo,ve enseguida a pedirle perdón.Trata a los demás como te gusta que te traten a ti”.",revisar,lfb oraciones
lfb_MLY_p193_s001,aunkurra ashizha awega naikameda aunguashi. Zumé mawʉnka ʉndua ma zumé mʉzhawakuaga mʉzhiguʉnai”.,Jesús también dio buenos consejos sobre las cosas que tenemos.,revisar,lfb oraciones
lfb_MLY_p193_s003,Jesúga agʉñi guama guaka awantka. Naka guaka: “agʉñi anzhʉnga Jehovánzhe kawa neka awega dzui bʉgui mʉkʉnʉnka guashinguʉn.,Dijo: “Es más importante ser amigo de Jehová que tener mucho dinero.,revisar,lfb oraciones
lfb_MLY_p193_s005,"Zhangakandzinaga minzhanga awazhʉnga dzui mʉkʉnʉnka, awashkʉ nenegangua minzhangón nanazhʉnga zumé neka muka Jehovátʉjka.","Porque un ladrón te puede robar el dinero, pero nadie te puede robar tu amistad con Jehová.",aprobado,lfb oraciones
lfb_MLY_p193_s006,"Memé nʉname, zhakʉjtsha zhiguanún nanau zhama mʉngankuatʉjka, ñingui mangankuatʉjka ingui mʉkʉjsalatʉjka.","Por eso, deja de preocuparte por la comida, la bebida o la ropa.",aprobado,lfb oraciones
lfb_MLY_p193_s007,Tua ushau suzhimburru.,Fíjate en los pajaritos.,revisar,lfb oraciones
lfb_MLY_p193_s008,Kunkujshinaga dumakakʉjtua uka buiengua zhama kakawanekún nanuai. Zhakʉjtsha zhiguanuki.,Dios siempre los cuida para que tengan suficiente comida.,revisar,lfb oraciones
lfb_MLY_p193_s010,Zhigʉntunsha ushi: Jehovága gʉntsha nʉnka ñi mʉkawaneka uka”.,"Aunque te preocupes, no vas a vivir más tiempo.",aprobado,lfb oraciones
lfb_MLY_p193_s011,Nenengua Jesús ashekuai asheka tshijtún nanantka shkandzinaga.,Recuerda: Jehová siempre sabe lo que necesitas”.,aprobado,lfb oraciones
lfb_MLY_p193_s012,Ijkʉna ashanukua ukuandzinaga mema shikakʉndzuñí awantka.,La gente nunca había escuchado a nadie hablar como Jesús.,aprobado,lfb oraciones
lfb_MLY_p193_s013,¿Inzhué Jesús zumé shizhakʉndziga nanantka? Kʉ naka shizhakʉndza ukua Jehovámbamdzi naka nunkuame.,Los líderes religiosos no les habían enseñado esas cosas.,revisar,lfb oraciones
lfb_MLY_p193_s015,Zhishizha: ¿Ñi nekazhʉngurra Jehovánzhe kawa nekega?,¿Por qué era Jesús tan buen maestro?,aprobado,lfb oraciones
lfb_MLY_p193_s016,¿Inzhina Jehovága awakuaga naigunga ʉndua shkandzina?,Porque todo lo que enseñaba venía de Jehová.,revisar,lfb oraciones
lfb_MLY_p194_s001,Jesúga shikʉndza uka namba inzhu nekandzina ʉnkashizha awega,Jesús enseña a sus discípulos a orar,revisar,lfb oraciones
lfb_MLY_p194_s002,Fariseundzina ijkʉna dzineka ukua dzineka nanantka ʉnduaga tshijtuegaki.,Todo lo que hacían los fariseos era para impresionar a los demás.,aprobado,lfb oraciones
lfb_MLY_p194_s003,Memé nunkuame dzineka nanantka bʉgui shkandzina ʉnté nukuargaki tshijtuega.,"Si hacían algo bueno, era para llamar la atención. Por ejemplo, oraban en lugares públicos para que todos los vieran.",revisar,lfb oraciones
lfb_MLY_p194_s004,"Memé nunkuame, shikʉndza dzineka nanantka ʉnkashizhama ianguazi dzinguakega iginwina sinagogaka ʉnduandzinaga tshijtuegaki.",Se aprendían de memoria oraciones largas y las repetían en las sinagogas y en las calles para que los oyeran.,aprobado,lfb oraciones
lfb_MLY_p194_s005,Memé nunkuame Jesúga kakaia awantka: “ʉnkashizhún nanau fariseundzina dzinegai.,Por eso la gente se sorprendió cuando Jesús dijo: “No ores como los fariseos.,aprobado,lfb oraciones
lfb_MLY_p194_s006,"Ijkʉnaga gagunga Kunkujshinaga tujkua awʉnka bʉgui bungengʉmandzina dzinguakuwanshkʉ, awashkʉ mema nʉnai nanuntka.","Ellos piensan que van a impresionar a Dios usando muchas palabras, pero eso no es cierto.",aprobado,lfb oraciones
lfb_MLY_p194_s007,ʉnkashizha mawanshkʉ Jehová mʉntujkuʉn nukuʉnka.,La oración es entre Jehová y tú.,aprobado,lfb oraciones
lfb_MLY_p194_s008,Ianguazi iginwina guakún mʉnantka.,No digas siempre lo mismo.,aprobado,lfb oraciones
lfb_MLY_p194_s009,Jehovága gʉntunʉnegi amsi ma inzhina mimsi mʉnuka”.,Jehová quiere que le digas cómo te sientes de verdad”.,aprobado,lfb oraciones
lfb_MLY_p194_s010,Jesúga kʉngui ima shkandzinaga uguia ukuashkʉ ijkʉnaga zukuega tshijtuantka.,"Jesús siguió explicando cómo orar: “Padre nuestro que estás en los cielos, que tu nombre sea santificado. Que venga tu Reino.",revisar,lfb oraciones
lfb_MLY_p194_s011,"Jesúga shizhakʉndzʉngui nukuantka inzhina kʉngui nawiga ʉnkashizha aunkurra: “Nawinzhe Ade katshijkiamaka nuka, Manzhe zhiganukuama","Que se haga tu voluntad, como en el cielo, también en la tierra”. Luego Jesús",revisar,lfb oraciones
lfb_MLY_p195_s001,anzhakujtshaguma aunguashi. Manzhe zhaguasheka nakunguashi.,"les dijo que debían orar para pedir la comida del día y el perdón de sus pecados, y sobre otras cosas de la vida.",revisar,lfb oraciones
lfb_MLY_p195_s003,"Maka mindunga neka aunguashi, katshijkiamaka nekanai ima kangʉmambangua”.","Además, Jesús dijo: “Nunca dejes de orar.",aprobado,lfb oraciones
lfb_MLY_p195_s004,"Ukuemdzi Jesúga kakaia awantka dzʉnkashizha awazhʉnga zhama dzingankanzhe ingui dzusaka awantkanzhengua ingui kʉ nʉnkangua ʉnkashizha aunkurra. Ukuemdzi, Jesúga ñingui agʉñi guaka awantka: “Buiengua ʉnkashizhi mashún mʉnantka.","Sigue pidiendo cosas buenas a tu Padre, Jehová.Todos los padres quieren darles cosas buenas a sus hijos.",revisar,lfb oraciones
lfb_MLY_p195_s006,Manzhe Ade Jehovága ñingui zukuegandzina ashizhʉn mʉnukuʉnka.,"Si tu hijo te pide pan, ¿le darías una piedra?",aprobado,lfb oraciones
lfb_MLY_p195_s007,"Kʉ nʉnka adendzinaga akawa uka ñingui zukuegandzina anzhʉngʉmandzinaga. Manzhʉngʉmandzinaga pan mʉkʉzhigana awerru, ¿akawa mawazhʉnga ingui ingina?","Y, si te pide un pescado, ¿le darías una serpiente?”.",revisar,lfb oraciones
lfb_MLY_p195_s009,"Kua waka mʉkʉzhigana awerru, ¿akawa mawazhʉnga ingui guma?”. Ukuemdzi Jesúga guaka awantka ñi shindza aunukurra guaka aunukugamba: “ Ñingui zukuega manzhe gʉmtshinandzinaga akawega mʉgʉntsha nʉnerru, ¡manzhe Ade Jehovága ñinguamka, mikawa awʉnka nanzhe dʉma mʉkawaneka uka!","Entonces Jesús explicó qué podemos aprender de lo que acababa de decir: “Si sabes dar buenos regalos a tus hijos, ¡con mucha más razón tu Padre, Jehová, te dará espíritu santo!",revisar,lfb oraciones
lfb_MLY_p195_s011,Werru shizhaki mawʉnka Jehovága mikawega”.,Lo único que tienes que hacer es pedirlo”.,aprobado,lfb oraciones
lfb_MLY_p195_s012,¿Neka muka Jesúga guaka awantka?,¿Haces lo que dijo Jesús?,aprobado,lfb oraciones
lfb_MLY_p195_s013,¿Ñi mashishka Jehovága ʉnkashizha mawanshkʉ?,¿Qué le pides tú a Jehová cuando oras?,aprobado,lfb oraciones
lfb_MLY_p195_s014,Zhishizha: ¿Ñi guakantka Jesúga shikʉndza awega nanzhe discípulundzinaga ʉnkashizha dzauwai?,Preguntas: ¿Qué dijo Jesús para enseñar a sus discípulos a orar?,aprobado,lfb oraciones
lfb_MLY_p195_s015,"ʉnkashizha mawanshkʉ, ¿Uguia muka Jehovága ñingui bʉgui anzhʉngandzina mʉtuka?","Cuando oras, ¿le hablas a Jehová de cosas que son importantes para ti?",aprobado,lfb oraciones
lfb_MLY_p196_s001,Jesúga bʉgui shka zhama akawa awantka,Jesús alimenta a miles de personas,revisar,lfb oraciones
lfb_MLY_p196_s002,"Pascua kʉgi 32 zhanekungui nunkuashkʉ, apóstolendzina shizhakʉndzʉn dzinukuemdzi zhintshijtuna ukuashkʉ ijkakujsanantka dzinukuantka.","Poco antes de la Pascua del año 32, los apóstoles regresaron de un viaje de predicación.",aprobado,lfb oraciones
lfb_MLY_p196_s003,"Memé nunkuame Jesús naia awantka ijkʉnawin ingui barcumba Betsaida zhiganugeku dzʉnkasesa awega. Ugamba, kʉjsui dzinakʉnukuashkʉ, Jesúga tua awantka bʉgui shkandzinaga meku jiantshijtuʉn nuka.","Estaban cansados, así que Jesús se los llevó en una barca a Betsaida para que descansaran.",revisar,lfb oraciones
lfb_MLY_p196_s005,"Na nanzhe apóstolendzinawintki nukuʉnegi amtantka, ukuashkangua shkandzina naka kʉngui zhiso awantka. Kukua awantka ukuama amtʉjkandzina ingui shikakʉndzumpana awantka.","Pero, cuando se estaban acercando a la orilla, Jesús vio que miles de personas los habían seguido hasta allí.",revisar,lfb oraciones
lfb_MLY_p196_s007,"Memandzuia ijkakamashai nukuantka Kunkujshinanzhe zhaguasheka ingegua. Shetazhi ukuashkʉ, nanzhe apóstolendzinaga kaia: “Shkandzina margaijkakʉngai dzinuka.","Él quería estar solo con sus apóstoles, pero de todas formas recibió a la gente con cariño.",revisar,lfb oraciones
lfb_MLY_p196_s009,Kakaia ushi dzinaia aunguashi ñingui gaiega kakatunuwai”. Ukuashkʉ Jesúga gʉgaso: “Dzinaiún nanunguashi.We ñinguamka ñingui akawa ushau mawiga umba dzinganguashi”.,Curó a los enfermos y empezó a enseñarles muchas cosas.,revisar,lfb oraciones
lfb_MLY_p196_s011,Apóstolendzinaga ashizha: “¿Ijkʉnanzhe pan shanʉn naiakuaga mʉnaiguanu?”.,Les estuvo hablando del Reino de Dios todo el día.,aprobado,lfb oraciones
lfb_MLY_p196_s012,"Apóstol Felipega guaka: “Bʉgui dzui naikawa nandurru, naikʉnʉntunún nanazhʉnga dzui pan bʉgui shkandzinanzhe shanega”. Jesúga ashizha nanzhe discípulundzinaga: “¿Bión zhama naikʉnanu?”.","Al atardecer, los apóstoles le dijeron: “Seguro que la gente tiene hambre.",revisar,lfb oraciones
lfb_MLY_p196_s014,Andréga gʉgaso: “naikawa ʉjtshigua pandzina ingui moa wakamburru. Awashkʉ bʉgui nanún nʉnka shkandzina akawega”.,Diles que se vayan para que puedan conseguir algo de comer”.,revisar,lfb oraciones
lfb_MLY_p196_s016,"Jesúga gʉgaso: “nukunaka ushau pandzina ingui wakamburru”. Ukuemdzi Jesúga kakaia, asha ushau karga.",Pero Jesús respondió: “No hace falta que se vayan.,revisar,lfb oraciones
lfb_MLY_p196_s018,"Wakamburru ingui pandzinawin guga ukuemdzi, katshijkiamarga ujkua ukuemdzi ʉnkashizha awantka.",Denles ustedes algo de comer aquí”.,aprobado,lfb oraciones
lfb_MLY_p196_s019,"Ukuemdzi mema zhama apóstolendzinaga angeka awantka shkandzinaga akawega. 5.000 terruandzina mimi dzinukua, ingui menandzinangua gʉmtshinamburruwin,",Los apóstoles le preguntaron: “¿Quieres que,revisar,lfb oraciones
lfb_MLY_p197_s001,"“Iba nekún nanau zhama alagumganzhe, we ñinguamka iba neka maunkua zhama kuazhá nukuama mikawakuagatʉjka, mema maikawʉnka Kunkujshinanzhe anzhʉngʉmaga” (Juan 6:27).","mujeres y los niños, comieron hasta quedar satisfechos.",revisar,lfb oraciones
lfb_MLY_p197_s002,"kʉngui sej dzinzhantka. Zhiwʉsigá, apóstolendzinaga tshijpé awantka mimi makuma ukua ñingua skumún nanuai.","Al final, los apóstoles recogieron lo que había sobrado para que no se desperdiciara nada.",revisar,lfb oraciones
lfb_MLY_p197_s004,¡Ku dusha dzawantka 12 canastandzinamba!,¡Llenaron 12 canastas!,aprobado,lfb oraciones
lfb_MLY_p197_s005,¿Mimi Jesús neka ukua we uguanawi nanantka nananu?,¿Verdad que fue un milagro asombroso?,aprobado,lfb oraciones
lfb_MLY_p197_s006,Memé nunkuame kʉ nʉnkaga ijkakandunantka Jesús ijkʉnanzhe zhaguasheka nanega.,Todos estaban tan impresionados que querían que Jesús fuera su rey.,aprobado,lfb oraciones
lfb_MLY_p197_s007,"Ukuashkʉ Jehovága Jesús zhaguasheka nanega uguanún nanantka memandzuia, ingui mema Jesús gʉntsha nanantka.","Pero Jehová no quería que fuera rey porque todavía no era el momento, y Jesús lo sabía.",aprobado,lfb oraciones
lfb_MLY_p197_s008,Memé nunkuame angasha awantka shkandzina ingui nanzhe apóstolendzinangua kaia awantka dzinaia awega Galileanzhe dzibumbamdzi iamʉnakerri.,Así que despidió a la gente y les dijo a sus apóstoles que se fueran al otro lado del mar de Galilea.,aprobado,lfb oraciones
lfb_MLY_p197_s009,"Ijkʉna dzinaia awantka ingui barcumba, ukuashkʉ Jesús narru argua awantka ingui shimurruarga naki.","Ellos se fueron en la barca, y Jesús subió a una montaña él solo.",aprobado,lfb oraciones
lfb_MLY_p197_s010,¿Inzhué?,¿Por qué?,aprobado,lfb oraciones
lfb_MLY_p197_s011,Anzhadewin ashaiega kawaneka ukuame.,Porque quería tener tiempo para orar a su Padre.,revisar,lfb oraciones
lfb_MLY_p197_s012,Jesúga dzuia ʉnkawʉrrʉ awantka anzhadewin ashaiega bʉgui iba kʉnzhʉnguengua.,Jesús siempre buscaba tiempo para orar aunque estuviera muy ocupado.,aprobado,lfb oraciones
lfb_MLY_p197_s013,Zhishizha: ¿Inzhina Jesúga tushisha awantka shkandzina ugunga nʉnka?,Preguntas: ¿Cómo mostró Jesús que se interesaba por las personas?,aprobado,lfb oraciones
lfb_MLY_p197_s014,¿Ñi shinaikʉndza uka mema Jehová ingegua?,¿Qué nos enseña eso sobre Jehová?,aprobado,lfb oraciones
lfb_MLY_p198_s001,Jesús binʉn nuka dzibumba,Jesús camina sobre el agua,aprobado,lfb oraciones
lfb_MLY_p198_s002,Jesúga kukua awazhʉnga nanantka ukuama amtʉjkandzina ingui widantkandzinangua kujpinsha awazhʉnga nanantka.,Jesús podía curar enfermos y resucitar muertos.,revisar,lfb oraciones
lfb_MLY_p198_s003,Dziwa burtawingua nʉnguishisha awazhʉnga nanantka.,"Además, podía controlar el viento y la lluvia.",aprobado,lfb oraciones
lfb_MLY_p198_s004,"Anzhadewin shimurruarga ashai nukuemdzi, Jesús ujkua awantka wazhina dzibu Galilea nukuarga ukuashkʉ tua awantka ingui bʉnmana.","Después de orar en la montaña, Jesús miró abajo al mar de Galilea y vio una tormenta.",aprobado,lfb oraciones
lfb_MLY_p198_s005,Nanzhe apóstolendzina bʉgui iba dzinekʉn nukuantka barcumba bʉnmanaga dzirarga mʉtshún nanuai.,Sus apóstoles estaban en una barca remando con todas sus fuerzas contra el viento.,aprobado,lfb oraciones
lfb_MLY_p198_s006,Memé nunkuame Jesús iuna ukuemdzi dziramba naiumpana awantka kinkuma awega barco nukueku.,Así que Jesús bajó y empezó a caminar sobre el agua hacia la barca.,aprobado,lfb oraciones
lfb_MLY_p198_s007,"Apóstolendzinaga tshijtua ukuashkʉ nenenguazi naiʉn nuka dziramba, bʉgui zen kakʉnakantka.","Cuando los apóstoles vieron a alguien caminando sobre el agua, se asustaron mucho.",aprobado,lfb oraciones
lfb_MLY_p198_s008,Ukuashkʉ Jesúga kakaia: “Ra Jesús nargua.,Pero Jesús les dijo: “Soy yo.,aprobado,lfb oraciones
lfb_MLY_p198_s010,"Pedruga kaia: “Jesús, ma mʉnʉnerru, nʉkaia ushi ma nugeku naiega”.","Pedro dijo: “Señor, si eres tú, ordéname que vaya hacia ti”.",aprobado,lfb oraciones
lfb_MLY_p198_s011,Jesúga kaia: “¡Naka ushi!”.,Jesús le ordenó: “¡Ven!”.,aprobado,lfb oraciones
lfb_MLY_p198_s012,Ukuambarru Pedro barcumbamdzi ashena ukuemdzi anzhe bʉnmana nekʉn nukuengua naia awantka dzirangʉnambangui Jesús nukueku.,Así que Pedro se bajó de la barca y fue caminando sobre el agua hacia Jesús en medio de la tormenta.,aprobado,lfb oraciones
lfb_MLY_p198_s013,"Ukuashkʉ, Pedro kʉjsui nainukuashkʉ Jesús nukueku, tua awantka bʉnmana, ingui zen kʉnaka awantka.","Pero, cuando Pedro se estaba acercando a Jesús, miró la tormenta, y le dio miedo.",aprobado,lfb oraciones
lfb_MLY_p198_s014,"Sikarga mʉtuwá uka amtantka ukuashkʉ kuzhisha awantka: “¡Jesús, nijkua ushi!”.","Sintió que empezaba a hundirse y gritó: “¡Señor, sálvame!”.",aprobado,lfb oraciones
lfb_MLY_p198_s015,Jesúga gulamba apana ukuemdzi kaia: “¿Inzhué moa moa mimtumpana uie?,Jesús lo agarró de la mano y le dijo: “¿Por qué empezaste a dudar?,aprobado,lfb oraciones
lfb_MLY_p198_s016,¿Kua we mimtuntka nʉname?”.,¿Es que no tienes fe?”.,aprobado,lfb oraciones
lfb_MLY_p198_s017,"Jesús ingui Pedro irtuna awantka barcumba, ukuashkʉ bʉnmana ampʉjkangui nʉngui nekantka.","Jesús y Pedro se subieron a la barca, y la tormenta se detuvo enseguida.",aprobado,lfb oraciones
lfb_MLY_p198_s018,¿Uguana mau inzhina kakamtantka apóstolendzina?,¿Te imaginas cómo se sintieron los apóstoles?,aprobado,lfb oraciones
lfb_MLY_p198_s019,"Dzinguaka awantka: “Nʉnai nʉnka, ma mʉnʉnka Kunkujshinanzhe anzhʉngʉma”.","Dijeron: “Es verdad, tú eres el Hijo de Dios”.",aprobado,lfb oraciones
lfb_MLY_p198_s020,Jesús mimiki dʉma kʉnʉnka tushishuñí awantka.,Esa no fue la única vez que Jesús controló las fuerzas de la naturaleza.,revisar,lfb oraciones
lfb_MLY_p198_s021,"ʉndua dzuiamba, Jesús ingui nanzhe apóstolendzinawin nainukuashkʉ barcumba dzibu kaunakezhi, Jesús kʉwan makuma awantka barco sikarga.","Otro día, cuando Jesús y los apóstoles viajaban en la barca al otro lado del mar, Jesús se quedó dormido en la parte de atrás. Mientras estaba durmiendo, comenzó una fuerte tormenta.",revisar,lfb oraciones
lfb_MLY_p198_s022,"Kʉwan nukuashkʉ, bʉnmana nekumpana awantka. Ukuashkʉ barcurga dzira kut nekumpana awantka.","Las olas chocaban contra la barca, y la barca se empezó a llenar de agua.",revisar,lfb oraciones
lfb_MLY_p198_s024,"Apóstolendzina zen kakʉnashi Jesús kurpinsha awantka, ukuemdzi kʉzhia: “¡Kukushama, kʉngui widunkurra!","Los apóstoles despertaron a Jesús gritándole: “¡Maestro, nos vamos a morir!",aprobado,lfb oraciones
lfb_MLY_p198_s025,¡Nainguneka ushi!”.,¡Ayúdanos!”.,aprobado,lfb oraciones
lfb_MLY_p198_s026,Jesús zhʉnʉngui ukuemdzi kaia awantka dzibu: “¡Sen makuma ushi!”.,Jesús se levantó y le dijo al mar: “¡Silencio! ¡Cállate!”.,revisar,lfb oraciones
lfb_MLY_p198_s027,"ukuashkangui, burta ingui dzibu sen dzimakuma awantka.","En ese momento, el viento y el mar se calmaron.",aprobado,lfb oraciones
lfb_MLY_p198_s028,Ukuemdzi Jesúga kakashizha apóstolendzinaga: “¿Mawi we maimtuntka nʉnka?”. Ukuashkʉ ijkʉnanguazi dzʉnkʉzhia awantka: “¡Burtaga ingui dzibugangua kʉzhintujkua uka”.,Entonces Jesús les preguntó a los apóstoles: “¿Es que no tienen fe?”.Yellos se dijeron unos a otros: “¡Hasta el viento y el mar le obedecen!”.,revisar,lfb oraciones
